OID_,OSHPD_ID,PERM_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
1,106130699.000000000000000,10190.000000000000000,EL CENTRO REGIONAL MEDICAL CENTER,90000004.000000000000000,General Acute Care Hospital,1415 ROSS AVENUE,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Emergency - Basic,161.000000000000000,Open,1/21/1967 0:00:00,Hospital,General Acute Care Hospital,32.781103199999997,-115.567668900000001
2,106130760.000000000000000,10192.000000000000000,PIONEERS MEMORIAL HOSPITAL,90000087.000000000000000,General Acute Care Hospital,207 WEST LEGION ROAD,BRAWLEY,92227.000000000000000,13.000000000000000,Imperial,Emergency - Basic,107.000000000000000,Open,11/6/1950 0:00:00,Hospital,General Acute Care Hospital,32.958948999999997,-115.553700599999999
3,106301155.000000000000000,10405.000000000000000,COLLEGE HOSPITAL COSTA MESA,60000100.000000000000000,General Acute Care Hospital,301 VICTORIA STREET,COSTA MESA,92627.000000000000000,30.000000000000000,Orange,None,122.000000000000000,Open,9/5/1968 0:00:00,Hospital,General Acute Care Hospital,33.651795300000003,-117.911810000000003
4,106301205.000000000000000,10428.000000000000000,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,60000122.000000000000000,General Acute Care Hospital,1 HOAG DRIVE,NEWPORT BEACH,92663.000000000000000,30.000000000000000,Orange,Emergency - Basic,440.000000000000000,Open,9/15/1952 0:00:00,Hospital,General Acute Care Hospital,33.624736499999997,-117.929742200000007
5,106301258.000000000000000,13059.000000000000000,SOUTH COAST GLOBAL MEDICAL CENTER,60000143.000000000000000,General Acute Care Hospital,2701 S. BRISTOL STREET,SANTA ANA,92704.000000000000000,30.000000000000000,Orange,Emergency - Basic,178.000000000000000,Open,6/7/1973 0:00:00,Hospital,General Acute Care Hospital,33.711071799999999,-117.884031399999998
6,106301262.000000000000000,12804.000000000000000,PROVIDENCE MISSION HOSPITAL,60000146.000000000000000,General Acute Care Hospital,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691.000000000000000,30.000000000000000,Orange,Emergency - Basic,345.000000000000000,Open,8/10/1971 0:00:00,Hospital,General Acute Care Hospital,33.561005799999997,-117.665370600000003
7,106301317.000000000000000,12755.000000000000000,MEMORIALCARE SADDLEBACK MEDICAL CENTER,60000166.000000000000000,General Acute Care Hospital,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653.000000000000000,30.000000000000000,Orange,Emergency - Basic,248.000000000000000,Open,1/27/1974 0:00:00,Hospital,General Acute Care Hospital,33.609325200000001,-117.708929800000007
8,106301337.000000000000000,10468.000000000000000,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,60000146.000000000000000,General Acute Care Hospital,31872 COAST HIGHWAY,LAGUNA BEACH,92651.000000000000000,30.000000000000000,Orange,Emergency - Basic,159.000000000000000,Open,7/1/2009 0:00:00,Hospital,General Acute Care Hospital,33.500256899999997,-117.741941699999998
9,106301357.000000000000000,12573.000000000000000,FOOTHILL REGIONAL MEDICAL CENTER,60000178.000000000000000,General Acute Care Hospital,14662 NEWPORT AVENUE,TUSTIN,92780.000000000000000,30.000000000000000,Orange,Emergency - Basic,177.000000000000000,Open,2/23/1998 0:00:00,Hospital,General Acute Care Hospital,33.730116799999998,-117.828486900000001
10,106304045.000000000000000,16319.000000000000000,HOAG HOSPITAL IRVINE,60000122.000000000000000,General Acute Care Hospital,16200 SAND CANYON AVENUE,IRVINE,92618.000000000000000,30.000000000000000,Orange,Emergency - Basic,96.000000000000000,Open,8/26/2010 0:00:00,Hospital,General Acute Care Hospital,33.660680700000000,-117.772308600000002
11,106304113.000000000000000,10922.000000000000000,CHILDREN'S HOSPITAL AT MISSION,60000348.000000000000000,General Acute Care Hospital,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691.000000000000000,30.000000000000000,Orange,Emergency - Basic,54.000000000000000,Open,1/1/1993 0:00:00,Hospital,General Acute Care Hospital,33.560996000000003,-117.665454999999994
12,106304306.000000000000000,18152.000000000000000,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,60000091.000000000000000,General Acute Care Hospital,6640 ALTON PARKWAY,IRVINE,92618.000000000000000,30.000000000000000,Orange,Emergency - Basic,269.000000000000000,Open,5/7/2008 0:00:00,Hospital,General Acute Care Hospital,33.658161499999999,-117.774901900000003
13,106304460.000000000000000,18193.000000000000000,HOAG ORTHOPEDIC INSTITUTE,550001431.000000000000000,General Acute Care Hospital,16250 SAND CANYON AVENUE,IRVINE,92618.000000000000000,30.000000000000000,Orange,None,70.000000000000000,Open,11/10/2010 0:00:00,Hospital,General Acute Care Hospital,33.660747100000002,-117.772459400000002
14,106304583.000000000000000,,"LAGUNA TREATMENT CENTER, LLC",550003560.000000000000000,Chemical Dep. Recovery Hospital,24552 PACIFIC PARK DRIVE,ALISO VIEJO,92656.000000000000000,30.000000000000000,Orange,Not Applicable,93.000000000000000,Open,6/15/2016 0:00:00,Hospital,Chemical Dep. Recovery Hospital,33.571262500000003,-117.701186199999995
15,106304585.000000000000000,18226.000000000000000,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,60000303.000000000000000,General Acute Care Hospital,15120 KENSINGTON PARK DRIVE,TUSTIN,92782.000000000000000,30.000000000000000,Orange,None,65.000000000000000,Open,4/22/2022 0:00:00,Hospital,General Acute Care Hospital,33.712669900000002,-117.815491499999993
16,106304589.000000000000000,18228.000000000000000,"ALISO RIDGE BEHAVIORAL HEALTH, LLC",550007782.000000000000000,Acute Psychiatric Hospital,200 FREEDOM LANE,ALISO VIEJO,92656.000000000000000,30.000000000000000,Orange,Not Applicable,119.000000000000000,Open,1/14/2022 0:00:00,Hospital,Acute Psychiatric Hospital,33.562750000000001,-117.728255399999995
17,106330120.000000000000000,,THE BETTY FORD CENTER,250000049.000000000000000,Chemical Dep. Recovery Hospital,39407 Vista del Sol,Rancho Mirage,92270.000000000000000,33.000000000000000,Riverside,Not Applicable,100.000000000000000,Open,7/5/1983 0:00:00,Hospital,Chemical Dep. Recovery Hospital,33.765253000000001,-116.397665799999999
18,106330901.000000000000000,10901.000000000000000,COACHELLA VALLEY BEHAVIORAL HEALTH,550009586.000000000000000,Acute Psychiatric Hospital,81555 JFK COURT,Indio,92201.000000000000000,33.000000000000000,Riverside,Not Applicable,80.000000000000000,Open,12/12/2024 0:00:00,Hospital,Acute Psychiatric Hospital,33.705309900000003,-116.242400799999999
19,106331145.000000000000000,10526.000000000000000,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,250000126.000000000000000,General Acute Care Hospital,730 MAGNOLIA AVENUE,CORONA,92879.000000000000000,33.000000000000000,Riverside,None,99.000000000000000,Open,1/15/1965 0:00:00,Hospital,General Acute Care Hospital,33.858142299999997,-117.553712099999998
20,106331168.000000000000000,12662.000000000000000,EISENHOWER MEDICAL CENTER,250000142.000000000000000,General Acute Care Hospital,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270.000000000000000,33.000000000000000,Riverside,Emergency - Basic,463.000000000000000,Open,12/27/1971 0:00:00,Hospital,General Acute Care Hospital,33.764180799999998,-116.402646599999997
21,106331194.000000000000000,10541.000000000000000,HEMET GLOBAL MEDICAL CENTER,250000145.000000000000000,General Acute Care Hospital,1117 EAST DEVONSHIRE,HEMET,92543.000000000000000,33.000000000000000,Riverside,Emergency - Basic,327.000000000000000,Open,1/1/1946 0:00:00,Hospital,General Acute Care Hospital,33.750370799999999,-116.960130300000003
22,106331216.000000000000000,10545.000000000000000,JOHN F. KENNEDY MEMORIAL HOSPITAL,250000155.000000000000000,General Acute Care Hospital,47111 MONROE STREET,INDIO,92201.000000000000000,33.000000000000000,Riverside,Emergency - Basic,145.000000000000000,Open,2/18/1966 0:00:00,Hospital,General Acute Care Hospital,33.706232000000000,-116.235490299999995
23,106332172.000000000000000,13030.000000000000000,KINDRED HOSPITAL - RIVERSIDE,250000234.000000000000000,General Acute Care Hospital,2224 MEDICAL CENTER DRIVE,PERRIS,92571.000000000000000,33.000000000000000,Riverside,None,40.000000000000000,Open,5/1/2007 0:00:00,Hospital,General Acute Care Hospital,33.812589799999998,-117.222675199999998
24,106334001.000000000000000,15749.000000000000000,SOUTHWEST HEALTHCARE INLAND VALLEY HOSPITAL,250000262.000000000000000,General Acute Care Hospital,36485 INLAND VALLEY,WILDOMAR,92595.000000000000000,33.000000000000000,Riverside,Emergency - Basic,120.000000000000000,Open,1/14/1987 0:00:00,Hospital,General Acute Care Hospital,33.591703099999997,-117.237522100000007
25,106334018.000000000000000,16148.000000000000000,MENIFEE GLOBAL MEDICAL CENTER,250000338.000000000000000,General Acute Care Hospital,28400 MCCALL BOULEVARD,SUN CITY,92585.000000000000000,33.000000000000000,Riverside,Emergency - Basic,84.000000000000000,Open,6/5/1989 0:00:00,Hospital,General Acute Care Hospital,33.718995100000001,-117.168151699999996
26,106334068.000000000000000,16681.000000000000000,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,250000262.000000000000000,General Acute Care Hospital,25500 MEDICAL CENTER DRIVE,MURRIETA,92562.000000000000000,33.000000000000000,Riverside,Emergency - Basic,120.000000000000000,Open,2/19/1992 0:00:00,Hospital,General Acute Care Hospital,33.559099900000000,-117.183964599999996
27,106334457.000000000000000,,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,0.000000000000000,Psychiatric Health Facility,47-915 OASIS STREET,INDIO,92201.000000000000000,33.000000000000000,Riverside,Not Applicable,16.000000000000000,Open,8/4/2014 0:00:00,Hospital,Psychiatric Health Facility,33.700816000000003,-116.221995699999994
28,106334564.000000000000000,18167.000000000000000,TEMECULA VALLEY HOSPITAL,550002434.000000000000000,General Acute Care Hospital,31700 TEMECULA PKWY,TEMECULA,92592.000000000000000,33.000000000000000,Riverside,Emergency - Basic,140.000000000000000,Open,10/9/2013 0:00:00,Hospital,General Acute Care Hospital,33.480114000000000,-117.106841900000006
29,106334589.000000000000000,18175.000000000000000,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,550001535.000000000000000,General Acute Care Hospital,28062 BAXTER ROAD,MURRIETA,92563.000000000000000,33.000000000000000,Riverside,Emergency - Basic,111.000000000000000,Open,4/12/2011 0:00:00,Hospital,General Acute Care Hospital,33.614730299999998,-117.169855699999999
30,106334678.000000000000000,18213.000000000000000,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,550005282.000000000000000,General Acute Care Hospital,35470 WHITEWOOD ROAD,MURRIETA,92563.000000000000000,33.000000000000000,Riverside,None,50.000000000000000,Open,2/12/2020 0:00:00,Hospital,General Acute Care Hospital,33.606409900000003,-117.161702000000005
31,106370028.000000000000000,10028.000000000000000,KAISER FOUNDATION HOSPITAL - SAN MARCOS,550008664.000000000000000,General Acute Care Hospital,360 RUSH DRIVE,SAN MARCOS,92078.000000000000000,37.000000000000000,San Diego,Emergency - Basic,168.000000000000000,Open,7/14/2023 0:00:00,Hospital,General Acute Care Hospital,33.129815700000002,-117.170232799999994
32,106370033.000000000000000,,"CASA PALMERA CARE CENTER, LLC",550005096.000000000000000,Chemical Dep. Recovery Hospital,14750 EL CAMINO REAL,DEL MAR,92014.000000000000000,37.000000000000000,San Diego,Not Applicable,93.000000000000000,Open,12/6/2019 0:00:00,Hospital,Chemical Dep. Recovery Hospital,32.983799200000000,-117.225274099999993
33,106370652.000000000000000,12872.000000000000000,UC SAN DIEGO HEALTH - EAST CAMPUS MEDICAL CENTER,90000101.000000000000000,General Acute Care Hospital,6655 ALVARADO ROAD,SAN DIEGO,92120.000000000000000,37.000000000000000,San Diego,Emergency - Basic,302.000000000000000,Open,2/1/2024 0:00:00,Hospital,General Acute Care Hospital,32.776641499999997,-117.057318800000004
34,106370658.000000000000000,12268.000000000000000,SCRIPPS MERCY HOSPITAL - CHULA VISTA,90000074.000000000000000,General Acute Care Hospital,435 H STREET,CHULA VISTA,91910.000000000000000,37.000000000000000,San Diego,Emergency - Basic,173.000000000000000,Open,10/1/2004 0:00:00,Hospital,General Acute Care Hospital,32.633785899999999,-117.083177699999993
35,106370673.000000000000000,12285.000000000000000,RADY CHILDREN'S HOSPITAL SAN DIEGO,80000028.000000000000000,General Acute Care Hospital,3020 CHILDREN'S WAY,SAN DIEGO,92123.000000000000000,37.000000000000000,San Diego,Emergency - Basic,478.000000000000000,Open,8/18/1954 0:00:00,Hospital,General Acute Care Hospital,32.797757500000003,-117.151407000000006
36,106370689.000000000000000,12295.000000000000000,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,90000036.000000000000000,General Acute Care Hospital,250 PROSPECT PLACE,CORONADO,92118.000000000000000,37.000000000000000,San Diego,Emergency - Basic,59.000000000000000,Open,1/1/1946 0:00:00,Hospital,General Acute Care Hospital,32.694447099999998,-117.168661000000000
37,106370694.000000000000000,12364.000000000000000,SHARP MEMORIAL HOSPITAL,80000039.000000000000000,General Acute Care Hospital,7901 FROST STREET,SAN DIEGO,92123.000000000000000,37.000000000000000,San Diego,Emergency - Basic,656.000000000000000,Open,11/1/1974 0:00:00,Hospital,General Acute Care Hospital,32.799520700000002,-117.154602699999998
38,106370695.000000000000000,15454.000000000000000,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,80000039.000000000000000,General Acute Care Hospital,3003 HEALTH CENTER DRIVE,SAN DIEGO,92123.000000000000000,37.000000000000000,San Diego,None,206.000000000000000,Open,11/1/2009 0:00:00,Hospital,General Acute Care Hospital,32.798372899999997,-117.155059600000001
39,106370714.000000000000000,12322.000000000000000,GROSSMONT HOSPITAL,80000006.000000000000000,General Acute Care Hospital,5555 GROSSMONT CENTER DRIVE,LA MESA,91942.000000000000000,37.000000000000000,San Diego,Emergency - Basic,562.000000000000000,Open,8/10/1955 0:00:00,Hospital,General Acute Care Hospital,32.780747200000000,-117.007183999999995
40,106370721.000000000000000,12328.000000000000000,KINDRED HOSPITAL - SAN DIEGO,90000059.000000000000000,General Acute Care Hospital,1940 EL CAJON BOULEVARD,SAN DIEGO,92104.000000000000000,37.000000000000000,San Diego,None,70.000000000000000,Open,1/1/1946 0:00:00,Hospital,General Acute Care Hospital,32.756349899999996,-117.144260500000001
41,106370730.000000000000000,13111.000000000000000,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION,80000062.000000000000000,General Acute Care Hospital,4647 ZION AVENUE,SAN DIEGO,92120.000000000000000,37.000000000000000,San Diego,Emergency - Basic,368.000000000000000,Open,11/18/1975 0:00:00,Hospital,General Acute Care Hospital,32.791613300000002,-117.095404900000005
42,106370744.000000000000000,12339.000000000000000,SCRIPPS MERCY HOSPITAL,90000074.000000000000000,General Acute Care Hospital,4077 FIFTH AVENUE,SAN DIEGO,92103.000000000000000,37.000000000000000,San Diego,Emergency - Basic,482.000000000000000,Open,1/1/1946 0:00:00,Hospital,General Acute Care Hospital,32.751143200000001,-117.160812899999996
43,106370745.000000000000000,12340.000000000000000,SHARP MESA VISTA HOSPITAL,550000273.000000000000000,Acute Psychiatric Hospital,7850 VISTA HILL AVENUE,SAN DIEGO,92123.000000000000000,37.000000000000000,San Diego,Not Applicable,160.000000000000000,Open,9/8/2006 0:00:00,Hospital,Acute Psychiatric Hospital,32.795777200000003,-117.155693600000006
44,106370749.000000000000000,12344.000000000000000,ALVARADO PARKWAY INSTITUTE B.H.S.,80000079.000000000000000,Acute Psychiatric Hospital,7050 PARKWAY DRIVE,LA MESA,91942.000000000000000,37.000000000000000,San Diego,Not Applicable,66.000000000000000,Open,9/30/1959 0:00:00,Hospital,Acute Psychiatric Hospital,32.774629200000000,-117.044137199999994
45,106370759.000000000000000,12348.000000000000000,PARADISE VALLEY HOSPITAL,90000086.000000000000000,General Acute Care Hospital,2400 EAST FOURTH STREET,NATIONAL CITY,91950.000000000000000,37.000000000000000,San Diego,Emergency - Basic,226.000000000000000,Open,3/29/1966 0:00:00,Hospital,General Acute Care Hospital,32.685366700000003,-117.082074399999996
46,106370771.000000000000000,12363.000000000000000,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,80000050.000000000000000,General Acute Care Hospital,9888 GENESEE AVENUE,LA JOLLA,92037.000000000000000,37.000000000000000,San Diego,Emergency - Basic,577.000000000000000,Open,5/3/1964 0:00:00,Hospital,General Acute Care Hospital,32.885154399999998,-117.225538299999997
47,106370775.000000000000000,12741.000000000000000,PARADISE VALLEY HSP D/P APH BAYVIEW BEH HLTH,90000086.000000000000000,General Acute Care Hospital,330 MOSS STREET,CHULA VISTA,91911.000000000000000,37.000000000000000,San Diego,None,64.000000000000000,Open,11/30/1977 0:00:00,Hospital,General Acute Care Hospital,32.617520399999997,-117.071363500000004
48,106370780.000000000000000,12372.000000000000000,TRI-CITY MEDICAL CENTER,80000099.000000000000000,General Acute Care Hospital,4002 VISTA WAY,OCEANSIDE,92056.000000000000000,37.000000000000000,San Diego,Emergency - Basic,386.000000000000000,Open,7/11/1961 0:00:00,Hospital,General Acute Care Hospital,33.185648399999998,-117.290435900000006
49,106370782.000000000000000,12359.000000000000000,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,90000101.000000000000000,General Acute Care Hospital,200 WEST ARBOR DRIVE,SAN DIEGO,92103.000000000000000,37.000000000000000,San Diego,Emergency - Comprehensive,381.000000000000000,Open,7/1/1953 0:00:00,Hospital,General Acute Care Hospital,32.754269800000003,-117.166134999999997
50,106370875.000000000000000,13336.000000000000000,SHARP CHULA VISTA MEDICAL CENTER,90000008.000000000000000,General Acute Care Hospital,751 MEDICAL CENTER COURT,CHULA VISTA,91911.000000000000000,37.000000000000000,San Diego,Emergency - Basic,449.000000000000000,Open,5/27/1975 0:00:00,Hospital,General Acute Care Hospital,32.619649899999999,-117.023263600000007
51,106370977.000000000000000,14190.000000000000000,PALOMAR MEDICAL CENTER POWAY,80000127.000000000000000,General Acute Care Hospital,15615 POMERADO ROAD,POWAY,92064.000000000000000,37.000000000000000,San Diego,Emergency - Basic,236.000000000000000,Open,6/22/1977 0:00:00,Hospital,General Acute Care Hospital,32.997673499999998,-117.055405199999996
52,106371256.000000000000000,14181.000000000000000,SCRIPPS GREEN HOSPITAL,80000139.000000000000000,General Acute Care Hospital,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037.000000000000000,37.000000000000000,San Diego,None,173.000000000000000,Open,2/6/1977 0:00:00,Hospital,General Acute Care Hospital,32.897070499999998,-117.242809600000001
53,106371394.000000000000000,12309.000000000000000,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,80000148.000000000000000,General Acute Care Hospital,354 SANTA FE DRIVE,ENCINITAS,92024.000000000000000,37.000000000000000,San Diego,Emergency - Basic,179.000000000000000,Open,6/16/1964 0:00:00,Hospital,General Acute Care Hospital,33.037515100000000,-117.284236399999998
54,106374024.000000000000000,15946.000000000000000,AURORA SAN DIEGO,80000310.000000000000000,Acute Psychiatric Hospital,11878 AVENUE OF INDUSTRY,SAN DIEGO,92128.000000000000000,37.000000000000000,San Diego,Not Applicable,101.000000000000000,Open,5/19/1988 0:00:00,Hospital,Acute Psychiatric Hospital,32.991325099999997,-117.074949200000006
55,106374049.000000000000000,,SHARP MCDONALD CENTER,80000319.000000000000000,Chemical Dep. Recovery Hospital,7989 LINDA VISTA ROAD,SAN DIEGO,92111.000000000000000,37.000000000000000,San Diego,Not Applicable,16.000000000000000,Open,7/20/1989 0:00:00,Hospital,Chemical Dep. Recovery Hospital,32.806058100000001,-117.154498200000006
56,106374055.000000000000000,16186.000000000000000,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,90000092.000000000000000,Acute Psychiatric Hospital,3853 ROSECRANS STREET,SAN DIEGO,92110.000000000000000,37.000000000000000,San Diego,Not Applicable,109.000000000000000,Open,7/25/1989 0:00:00,Hospital,Acute Psychiatric Hospital,32.753739799999998,-117.201806599999998
57,106374094.000000000000000,16703.000000000000000,SELECT SPECIALTY HOSPITAL - SAN DIEGO,90000404.000000000000000,General Acute Care Hospital,555 WASHINGTON STREET,SAN DIEGO,92103.000000000000000,37.000000000000000,San Diego,None,110.000000000000000,Open,4/14/1992 0:00:00,Hospital,General Acute Care Hospital,32.749746100000003,-117.159793699999994
58,106374141.000000000000000,11659.000000000000000,UCSD HEALTH LA JOLLA - JACOBS MEDICAL CENTER & SULPIZIO CARDIOVASCULAR CENTER,90000101.000000000000000,General Acute Care Hospital,9300 CAMPUS POINT DRIVE,LA JOLLA,92037.000000000000000,37.000000000000000,San Diego,Emergency - Basic,418.000000000000000,Open,7/20/1993 0:00:00,Hospital,General Acute Care Hospital,32.878505500000003,-117.225725100000005
59,106374382.000000000000000,18173.000000000000000,PALOMAR MEDICAL CENTER,80000083.000000000000000,General Acute Care Hospital,2185 W. CITRACADO PARKWAY,ESCONDIDO,92029.000000000000000,37.000000000000000,San Diego,Emergency - Basic,316.000000000000000,Open,8/15/2012 0:00:00,Hospital,General Acute Care Hospital,33.097850899999997,-117.110920699999994
60,106374465.000000000000000,18199.000000000000000,KAISER FOUNDATION HOSPITAL - SAN DIEGO - CLAIREMONT MESA,80000062.000000000000000,General Acute Care Hospital,9455 CLAIREMONT MESA BLVD,SAN DIEGO,92123.000000000000000,37.000000000000000,San Diego,Emergency - Basic,253.000000000000000,Open,3/30/2017 0:00:00,Hospital,General Acute Care Hospital,32.829711600000003,-117.125188399999999
61,106374572.000000000000000,18230.000000000000000,PALOMAR REHABILITATION INSTITUTE,550006213.000000000000000,General Acute Care Hospital,2181 CITRACADO PKWY,ESCONDIDO,92029.000000000000000,37.000000000000000,San Diego,None,52.000000000000000,Open,4/29/2021 0:00:00,Hospital,General Acute Care Hospital,33.119691400000001,-117.121258900000001
62,206130728.000000000000000,20194.000000000000000,IMPERIAL MANOR,90000061.000000000000000,Skilled Nursing Facility,100 EAST 2ND STREET,IMPERIAL,92251.000000000000000,13.000000000000000,Imperial,Not Applicable,31.000000000000000,Open,6/10/1973 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.840932700000003,-115.569674199999994
63,206130764.000000000000000,20193.000000000000000,PIONEERS MEMORIAL SKILLED NURSING CENTER,90000087.000000000000000,General Acute Care Hospital,320 WEST CATTLE CALL DRIVE,BRAWLEY,92227.000000000000000,13.000000000000000,Imperial,None,99.000000000000000,Open,4/1/2023 0:00:00,Hospital,General Acute Care Hospital,32.970454199999999,-115.546181000000004
64,206130785.000000000000000,20195.000000000000000,EL CENTRO POST-ACUTE CARE,90000103.000000000000000,Skilled Nursing Facility,1700 SOUTH IMPERIAL AVENUE,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,123.000000000000000,Open,7/29/1963 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.778119199999999,-115.570482799999994
65,206300020.000000000000000,,NEWPORT HEIGHTS CONGREGATE LIVING,550009264.000000000000000,Congregate Living Health Facility,466 E 16TH STREET,COSTA MESA,92627.000000000000000,30.000000000000000,Orange,Not Applicable,6.000000000000000,Open,8/1/2024 0:00:00,Long Term Care Facility,Congregate Living Health Facility,33.626609899999998,-117.912446500000001
66,206300052.000000000000000,,EVERGREEN CONGREGATE,550005686.000000000000000,Congregate Living Health Facility,823 TOWNE STREET,COSTA MESA,92627.000000000000000,30.000000000000000,Orange,Not Applicable,6.000000000000000,Open,8/19/2020 0:00:00,Long Term Care Facility,Congregate Living Health Facility,33.640944599999997,-117.933007799999999
67,206300206.000000000000000,,FAIRVIEW DEVELOPMENTAL CENTER D/P ICFDD,170000771.000000000000000,ICF/Dev. Disabled,2501 HARBOR BLVD.,COSTA MESA,92626.000000000000000,30.000000000000000,Orange,Not Applicable,10.000000000000000,Open,3/1/2020 0:00:00,Long Term Care Facility,ICF/Dev. Disabled,33.663274999999999,-117.919912999999994
68,206300210.000000000000000,25408.000000000000000,REGENTS POINT - WINDCREST,60000055.000000000000000,Skilled Nursing Facility,19191 HARVARD AVENUE,IRVINE,92612.000000000000000,30.000000000000000,Orange,Not Applicable,59.000000000000000,Open,5/1/1985 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.652214700000002,-117.832150200000001
69,206300323.000000000000000,28332.000000000000000,ORCHARDS SKILLED NURSING,550006120.000000000000000,Skilled Nursing Facility,1 AMISTAD DRIVE,RANCHO MISSION VIEJO,92694.000000000000000,30.000000000000000,Orange,Not Applicable,49.000000000000000,Open,9/24/2021 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.522953999999999,-117.628457999999995
70,206300392.000000000000000,,VITAS HOSPICE HOUSE OF ORANGE COUNTY,550008503.000000000000000,Hospice Facility,18582 VANDERLIP AVENUE,SANTA ANA,92705.000000000000000,30.000000000000000,Orange,Not Applicable,6.000000000000000,Open,4/12/2023 0:00:00,Long Term Care Facility,Hospice Facility,33.756316300000002,-117.808687399999997
71,206301115.000000000000000,20486.000000000000000,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,60000084.000000000000000,Skilled Nursing Facility,24452 HEALTH CENTER DRIVE,LAGUNA HILLS,92653.000000000000000,30.000000000000000,Orange,Not Applicable,208.000000000000000,Open,9/25/1969 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.607135800000002,-117.707142700000006
72,206301118.000000000000000,20393.000000000000000,CAPISTRANO BEACH CARE CENTER,60000085.000000000000000,Skilled Nursing Facility,35410 DEL REY,CAPISTRANO BEACH,92624.000000000000000,30.000000000000000,Orange,Not Applicable,93.000000000000000,Open,12/11/1966 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.449136099999997,-117.650274100000004
73,206301119.000000000000000,20387.000000000000000,VICTORIA HEALTHCARE AND REHABILITATION CENTER,60000086.000000000000000,Skilled Nursing Facility,340 VICTORIA ST,COSTA MESA,92627.000000000000000,30.000000000000000,Orange,Not Applicable,79.000000000000000,Open,6/28/1966 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.653104300000003,-117.913869700000006
74,206301187.000000000000000,20462.000000000000000,NEWPORT NURSING AND REHABILITATION CENTER,60000116.000000000000000,Skilled Nursing Facility,1555 SUPERIOR AVENUE,NEWPORT BEACH,92663.000000000000000,30.000000000000000,Orange,Not Applicable,61.000000000000000,Open,10/21/1961 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.630957700000003,-117.929339600000006
75,206301202.000000000000000,20426.000000000000000,ADVANCED REHAB CENTER OF TUSTIN,60000121.000000000000000,Skilled Nursing Facility,2210 EAST FIRST STREET,SANTA ANA,92705.000000000000000,30.000000000000000,Orange,Not Applicable,99.000000000000000,Open,12/5/1958 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.744808800000001,-117.835322599999998
76,206301259.000000000000000,20404.000000000000000,MESA VERDE POST ACUTE CARE CENTER,60000144.000000000000000,Skilled Nursing Facility,661 CENTER STREET,COSTA MESA,92627.000000000000000,30.000000000000000,Orange,Not Applicable,80.000000000000000,Open,12/8/1964 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.641049099999996,-117.925952800000005
77,206301289.000000000000000,20453.000000000000000,PELICAN RIDGE POST ACUTE,60000154.000000000000000,Skilled Nursing Facility,466 FLAGSHIP ROAD,NEWPORT BEACH,92663.000000000000000,30.000000000000000,Orange,Not Applicable,167.000000000000000,Open,8/22/1966 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.627997299999997,-117.928103899999996
